Customer ID,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Segment Title,Segment Rank
841,150,7,10936.2,1,3,4,134,Bronze,Almost lost Customers,9
842,55,4,3639.46,2,1,1,211,Bronze,Almost lost Customers,9
843,2,6,4090.19,4,2,1,421,Platinum,Becoming Loyal,3
844,31,9,12523.55,3,4,4,344,Gold,Recent Customers,4
845,97,4,3639.43,1,1,1,111,Bronze,Lost Customers,11
846,82,3,4385.62,2,1,2,212,Silver,High Risk Customers,8
847,114,4,4928.17,1,1,2,112,Bronze,Evasive Customers,10
848,140,4,4711.04,1,1,2,112,Bronze,Evasive Customers,10
849,27,6,6086.66,3,2,3,323,Gold,Potential Customers,5
850,34,8,7476.79,3,4,3,343,Gold,Potential Customers,5
851,9,4,5347.0,4,1,2,412,Platinum,Recent Customers,4
853,64,9,12711.369999999999,2,4,4,244,Silver,Losing Customers,7
854,8,4,3992.51,4,1,1,411,Gold,Recent Customers,4
855,104,4,7241.66,1,1,3,113,Bronze,Evasive Customers,10
856,1,7,6845.04,4,3,3,433,Platinum,Very Loyal Customers,2
857,24,5,6692.93,3,2,3,323,Gold,Potential Customers,5
858,11,6,5654.55,4,2,2,422,Platinum,Becoming Loyal,3
859,18,6,6979.780000000001,3,2,3,323,Gold,Potential Customers,5
860,91,4,7381.19,1,1,3,113,Bronze,Evasive Customers,10
861,54,5,5226.41,2,2,2,222,Silver,High Risk Customers,8
862,54,1,774.53,2,1,1,211,Bronze,Almost lost Customers,9
863,69,4,2288.23,2,1,1,211,Bronze,Almost lost Customers,9
864,46,6,8911.39,2,2,4,224,Silver,Losing Customers,7
865,121,7,7192.900000000001,1,3,3,133,Bronze,Almost lost Customers,9
866,98,5,7599.92,1,2,3,123,Bronze,Evasive Customers,10
867,293,6,7947.42,1,2,3,123,Bronze,Evasive Customers,10
868,83,6,7529.639999999999,2,2,3,223,Silver,High Risk Customers,8
870,100,7,6201.42,1,3,3,133,Bronze,Almost lost Customers,9
871,54,8,8700.560000000001,2,4,4,244,Silver,Losing Customers,7
872,171,1,290.62,1,1,1,111,Bronze,Lost Customers,11
873,31,5,4426.2,3,2,2,322,Gold,Late Bloomer,6
874,46,8,8569.99,2,4,4,244,Silver,Losing Customers,7
875,63,6,6933.69,2,2,3,223,Silver,High Risk Customers,8
876,16,3,2732.4700000000003,4,1,1,411,Gold,Recent Customers,4
877,17,9,9182.89,4,4,4,444,Platinum,Platinum Customers,1
878,79,3,4531.79,2,1,2,212,Silver,High Risk Customers,8
879,76,4,3356.34,2,1,1,211,Bronze,Almost lost Customers,9
880,62,3,4774.51,2,1,2,212,Silver,High Risk Customers,8
881,147,3,5353.86,1,1,2,112,Bronze,Evasive Customers,10
882,112,5,6628.360000000001,1,2,3,123,Bronze,Evasive Customers,10
883,47,4,2114.02,2,1,1,211,Bronze,Almost lost Customers,9
884,1,5,9210.74,4,2,4,424,Platinum,Becoming Loyal,3
885,7,3,3628.9399999999996,4,1,1,411,Gold,Recent Customers,4
886,1,7,9025.03,4,3,4,434,Platinum,Very Loyal Customers,2
887,39,8,10938.66,3,4,4,344,Gold,Recent Customers,4
888,68,5,5750.62,2,2,2,222,Silver,High Risk Customers,8
889,36,5,4366.950000000001,3,2,2,322,Gold,Late Bloomer,6
890,165,4,4485.6,1,1,2,112,Bronze,Evasive Customers,10
891,12,5,6442.05,4,2,3,423,Platinum,Becoming Loyal,3
892,90,10,9618.64,1,4,4,144,Bronze,Almost lost Customers,9
893,75,7,9202.85,2,3,4,234,Silver,Losing Customers,7
894,48,8,7512.48,2,4,3,243,Silver,Losing Customers,7
895,61,3,2714.21,2,1,1,211,Bronze,Almost lost Customers,9
896,38,4,4448.32,3,1,2,312,Gold,Late Bloomer,6
897,98,7,9317.64,1,3,4,134,Bronze,Almost lost Customers,9
898,205,1,478.16,1,1,1,111,Bronze,Lost Customers,11
899,49,6,4240.0599999999995,2,2,2,222,Silver,High Risk Customers,8
900,12,4,2446.44,4,1,1,411,Gold,Recent Customers,4
901,82,4,6948.22,2,1,3,213,Silver,High Risk Customers,8
902,14,9,9408.53,4,4,4,444,Platinum,Platinum Customers,1
903,16,9,10102.58,4,4,4,444,Platinum,Platinum Customers,1
904,37,4,5063.82,3,1,2,312,Gold,Late Bloomer,6
905,105,8,6801.49,1,4,3,143,Bronze,Almost lost Customers,9
906,16,9,12920.289999999999,4,4,4,444,Platinum,Platinum Customers,1
907,26,7,3448.87,3,3,1,331,Gold,Potential Customers,5
908,4,7,4679.15,4,3,2,432,Platinum,Becoming Loyal,3
909,189,5,8560.51,1,2,4,124,Bronze,Almost lost Customers,9
910,272,2,1932.55,1,1,1,111,Bronze,Lost Customers,11
911,56,5,3792.6,2,2,1,221,Silver,High Risk Customers,8
912,40,7,7206.52,3,3,3,333,Gold,Potential Customers,5
913,113,4,5401.41,1,1,2,112,Bronze,Evasive Customers,10
914,106,5,5533.82,1,2,2,122,Bronze,Evasive Customers,10
915,28,5,4802.6,3,2,2,322,Gold,Late Bloomer,6
916,36,4,4884.0,3,1,2,312,Gold,Late Bloomer,6
917,35,8,7452.88,3,4,3,343,Gold,Potential Customers,5
918,16,5,5684.7,4,2,2,422,Platinum,Becoming Loyal,3
919,80,9,10701.04,2,4,4,244,Silver,Losing Customers,7
920,90,6,6259.75,1,2,3,123,Bronze,Evasive Customers,10
921,44,8,11852.14,3,4,4,344,Gold,Recent Customers,4
922,188,1,569.56,1,1,1,111,Bronze,Lost Customers,11
923,32,7,6019.1900000000005,3,3,3,333,Gold,Potential Customers,5
924,109,9,8254.23,1,4,4,144,Bronze,Almost lost Customers,9
925,12,9,10701.39,4,4,4,444,Platinum,Platinum Customers,1
926,12,6,5627.58,4,2,2,422,Platinum,Becoming Loyal,3
927,295,3,3712.1099999999997,1,1,1,111,Bronze,Lost Customers,11
928,11,8,6370.69,4,4,3,443,Platinum,Very Loyal Customers,2
929,56,5,4985.79,2,2,2,222,Silver,High Risk Customers,8
930,21,3,3196.47,3,1,1,311,Silver,Late Bloomer,6
931,70,5,6046.89,2,2,3,223,Silver,High Risk Customers,8
932,3,6,4854.48,4,2,2,422,Platinum,Becoming Loyal,3
933,0,5,7598.65,4,2,3,423,Platinum,Becoming Loyal,3
934,0,8,9379.6,4,4,4,444,Platinum,Platinum Customers,1
935,53,7,8652.22,2,3,4,234,Silver,Losing Customers,7
936,32,12,17160.24,3,4,4,344,Gold,Recent Customers,4
937,15,5,4550.33,4,2,2,422,Platinum,Becoming Loyal,3
938,61,9,7675.22,2,4,3,243,Silver,Losing Customers,7
939,31,4,5121.02,3,1,2,312,Gold,Late Bloomer,6
940,52,5,6172.42,2,2,3,223,Silver,High Risk Customers,8
941,33,10,17898.46,3,4,4,344,Gold,Recent Customers,4
942,143,4,4111.12,1,1,1,111,Bronze,Lost Customers,11
943,112,7,9442.1,1,3,4,134,Bronze,Almost lost Customers,9
944,85,8,4915.05,2,4,2,242,Silver,Losing Customers,7
945,14,7,9247.25,4,3,4,434,Platinum,Very Loyal Customers,2
946,2,8,10866.75,4,4,4,444,Platinum,Platinum Customers,1
947,80,5,5493.35,2,2,2,222,Silver,High Risk Customers,8
948,100,3,3541.6,1,1,1,111,Bronze,Lost Customers,11
949,88,6,6945.2699999999995,1,2,3,123,Bronze,Evasive Customers,10
950,32,7,8329.7,3,3,4,334,Gold,Potential Customers,5
951,6,6,4934.83,4,2,2,422,Platinum,Becoming Loyal,3
952,46,5,6239.17,2,2,3,223,Silver,High Risk Customers,8
953,11,9,10996.0,4,4,4,444,Platinum,Platinum Customers,1
954,113,4,5686.3099999999995,1,1,2,112,Bronze,Evasive Customers,10
955,13,7,3915.94,4,3,1,431,Platinum,Becoming Loyal,3
956,173,3,3675.74,1,1,1,111,Bronze,Lost Customers,11
957,38,5,4868.3,3,2,2,322,Gold,Late Bloomer,6
958,34,6,5470.129999999999,3,2,2,322,Gold,Late Bloomer,6
959,76,6,5701.85,2,2,2,222,Silver,High Risk Customers,8
960,78,4,5971.35,2,1,2,212,Silver,High Risk Customers,8
961,64,3,3792.14,2,1,1,211,Bronze,Almost lost Customers,9
962,2,7,5930.2699999999995,4,3,2,432,Platinum,Becoming Loyal,3
963,60,12,12068.12,2,4,4,244,Silver,Losing Customers,7
964,1,5,4224.59,4,2,2,422,Platinum,Becoming Loyal,3
965,60,4,5232.65,2,1,2,212,Silver,High Risk Customers,8
966,13,4,1885.61,4,1,1,411,Gold,Recent Customers,4
967,66,4,5974.77,2,1,2,212,Silver,High Risk Customers,8
968,35,7,9141.34,3,3,4,334,Gold,Potential Customers,5
969,17,5,6968.38,4,2,3,423,Platinum,Becoming Loyal,3
970,33,5,6237.67,3,2,3,323,Gold,Potential Customers,5
971,48,5,5862.57,2,2,2,222,Silver,High Risk Customers,8
972,175,2,3318.8099999999995,1,1,1,111,Bronze,Lost Customers,11
973,8,8,12724.26,4,4,4,444,Platinum,Platinum Customers,1
974,6,6,6929.71,4,2,3,423,Platinum,Becoming Loyal,3
975,10,8,9093.88,4,4,4,444,Platinum,Platinum Customers,1
976,170,6,6710.5599999999995,1,2,3,123,Bronze,Evasive Customers,10
977,41,5,5149.34,3,2,2,322,Gold,Late Bloomer,6
978,192,5,4373.97,1,2,2,122,Bronze,Evasive Customers,10
979,5,5,7486.82,4,2,3,423,Platinum,Becoming Loyal,3
980,177,5,6299.04,1,2,3,123,Bronze,Evasive Customers,10
981,25,7,9042.05,3,3,4,334,Gold,Potential Customers,5
982,55,6,2794.7500000000005,2,2,1,221,Silver,High Risk Customers,8
983,1,8,9637.26,4,4,4,444,Platinum,Platinum Customers,1
984,56,8,6208.719999999999,2,4,3,243,Silver,Losing Customers,7
985,14,4,5554.1900000000005,4,1,2,412,Platinum,Recent Customers,4
986,75,8,8673.32,2,4,4,244,Silver,Losing Customers,7
987,22,8,8979.65,3,4,4,344,Gold,Recent Customers,4
988,112,2,769.14,1,1,1,111,Bronze,Lost Customers,11
989,25,5,6725.91,3,2,3,323,Gold,Potential Customers,5
990,11,7,8441.6,4,3,4,434,Platinum,Very Loyal Customers,2
991,147,6,7774.3,1,2,3,123,Bronze,Evasive Customers,10
992,95,2,2986.45,1,1,1,111,Bronze,Lost Customers,11
993,0,9,8086.79,4,4,3,443,Platinum,Very Loyal Customers,2
994,42,5,3901.01,3,2,1,321,Gold,Late Bloomer,6
995,11,7,9379.039999999999,4,3,4,434,Platinum,Very Loyal Customers,2
996,63,6,7713.16,2,2,3,223,Silver,High Risk Customers,8
997,59,7,6397.73,2,3,3,233,Silver,Losing Customers,7
998,321,2,1565.5500000000002,1,1,1,111,Bronze,Lost Customers,11
999,54,10,14662.14,2,4,4,244,Silver,Losing Customers,7
1000,0,9,10183.7,4,4,4,444,Platinum,Platinum Customers,1
1001,42,7,6233.51,3,3,3,333,Gold,Potential Customers,5
1002,155,4,5038.32,1,1,2,112,Bronze,Evasive Customers,10
1003,47,9,9111.19,2,4,4,244,Silver,Losing Customers,7
1004,203,6,8437.87,1,2,4,124,Bronze,Almost lost Customers,9
1005,159,5,7863.76,1,2,3,123,Bronze,Evasive Customers,10
1006,37,8,9481.25,3,4,4,344,Gold,Recent Customers,4
1007,20,7,8532.46,3,3,4,334,Gold,Potential Customers,5
1008,17,4,5409.6900000000005,4,1,2,412,Platinum,Recent Customers,4
1009,54,5,5787.36,2,2,2,222,Silver,High Risk Customers,8
1010,126,3,1501.59,1,1,1,111,Bronze,Lost Customers,11
1011,242,3,3940.1800000000003,1,1,1,111,Bronze,Lost Customers,11
1012,9,4,5094.62,4,1,2,412,Platinum,Recent Customers,4
1013,95,6,7207.57,1,2,3,123,Bronze,Evasive Customers,10
1014,4,7,6269.75,4,3,3,433,Platinum,Very Loyal Customers,2
1015,26,6,7096.79,3,2,3,323,Gold,Potential Customers,5
1016,66,6,5697.8,2,2,2,222,Silver,High Risk Customers,8
1017,226,3,5234.68,1,1,2,112,Bronze,Evasive Customers,10
1018,26,5,6164.88,3,2,3,323,Gold,Potential Customers,5
1019,42,5,5805.35,3,2,2,322,Gold,Late Bloomer,6
1020,89,4,4075.21,1,1,1,111,Bronze,Lost Customers,11
1021,28,8,9624.45,3,4,4,344,Gold,Recent Customers,4
1022,83,5,8161.4,2,2,4,224,Silver,Losing Customers,7
1023,125,2,1579.3899999999999,1,1,1,111,Bronze,Lost Customers,11
1024,34,8,9592.029999999999,3,4,4,344,Gold,Recent Customers,4
1025,60,8,8141.29,2,4,4,244,Silver,Losing Customers,7
1026,29,6,4769.8099999999995,3,2,2,322,Gold,Late Bloomer,6
1027,24,6,6580.15,3,2,3,323,Gold,Potential Customers,5
1028,8,7,12001.41,4,3,4,434,Platinum,Very Loyal Customers,2
1029,30,6,6223.08,3,2,3,323,Gold,Potential Customers,5
1030,39,8,10951.8,3,4,4,344,Gold,Recent Customers,4
1031,46,3,2352.9300000000003,2,1,1,211,Bronze,Almost lost Customers,9
1032,30,8,6902.84,3,4,3,343,Gold,Potential Customers,5
1033,14,9,12744.87,4,4,4,444,Platinum,Platinum Customers,1
1034,104,2,1819.46,1,1,1,111,Bronze,Lost Customers,11
1035,13,3,1327.0600000000002,4,1,1,411,Gold,Recent Customers,4
1036,162,5,7125.26,1,2,3,123,Bronze,Evasive Customers,10
1037,73,8,6925.18,2,4,3,243,Silver,Losing Customers,7
1038,12,4,6144.11,4,1,3,413,Platinum,Recent Customers,4
1039,52,7,9522.77,2,3,4,234,Silver,Losing Customers,7
1040,161,4,4072.65,1,1,1,111,Bronze,Lost Customers,11
1041,20,4,4271.03,3,1,2,312,Gold,Late Bloomer,6
1042,35,3,4585.77,3,1,2,312,Gold,Late Bloomer,6
1043,154,8,10994.24,1,4,4,144,Bronze,Almost lost Customers,9
1044,112,5,4616.29,1,2,2,122,Bronze,Evasive Customers,10
1045,113,3,4405.6,1,1,2,112,Bronze,Evasive Customers,10
1046,52,5,3846.1,2,2,1,221,Silver,High Risk Customers,8
1047,57,8,6874.87,2,4,3,243,Silver,Losing Customers,7
1048,133,7,6677.74,1,3,3,133,Bronze,Almost lost Customers,9
1049,32,10,11130.050000000001,3,4,4,344,Gold,Recent Customers,4
1050,26,6,4722.12,3,2,2,322,Gold,Late Bloomer,6
1051,179,5,4878.8099999999995,1,2,2,122,Bronze,Evasive Customers,10
1052,0,6,8478.41,4,2,4,424,Platinum,Becoming Loyal,3
1053,139,3,3482.79,1,1,1,111,Bronze,Lost Customers,11
1054,5,8,8433.75,4,4,4,444,Platinum,Platinum Customers,1
1055,206,2,924.06,1,1,1,111,Bronze,Lost Customers,11
1056,24,7,7920.27,3,3,3,333,Gold,Potential Customers,5
1057,48,4,5663.77,2,1,2,212,Silver,High Risk Customers,8
1058,116,3,2308.7200000000003,1,1,1,111,Bronze,Lost Customers,11
1059,22,2,2449.81,3,1,1,311,Silver,Late Bloomer,6
1060,187,6,9606.77,1,2,4,124,Bronze,Almost lost Customers,9
1061,24,6,4056.76,3,2,1,321,Gold,Late Bloomer,6
1062,2,6,7619.47,4,2,3,423,Platinum,Becoming Loyal,3
1063,46,6,5833.22,2,2,2,222,Silver,High Risk Customers,8
1064,139,3,5404.67,1,1,2,112,Bronze,Evasive Customers,10
1065,79,6,4709.66,2,2,2,222,Silver,High Risk Customers,8
1066,166,3,2637.5299999999997,1,1,1,111,Bronze,Lost Customers,11
1067,232,2,1854.93,1,1,1,111,Bronze,Lost Customers,11
1068,4,14,14254.55,4,4,4,444,Platinum,Platinum Customers,1
1069,204,5,6910.5,1,2,3,123,Bronze,Evasive Customers,10
1070,0,4,5754.66,4,1,2,412,Platinum,Recent Customers,4
1071,39,6,7958.68,3,2,3,323,Gold,Potential Customers,5
1072,46,3,3697.58,2,1,1,211,Bronze,Almost lost Customers,9
1073,17,6,6454.889999999999,4,2,3,423,Platinum,Becoming Loyal,3
1074,16,8,9370.01,4,4,4,444,Platinum,Platinum Customers,1
1075,67,6,6597.82,2,2,3,223,Silver,High Risk Customers,8
1076,9,12,14390.1,4,4,4,444,Platinum,Platinum Customers,1
1077,5,6,6570.4400000000005,4,2,3,423,Platinum,Becoming Loyal,3
1078,18,5,3640.2200000000003,3,2,1,321,Gold,Late Bloomer,6
1079,17,4,3829.1099999999997,4,1,1,411,Gold,Recent Customers,4
1080,47,3,3133.43,2,1,1,211,Bronze,Almost lost Customers,9
1081,11,5,6119.719999999999,4,2,3,423,Platinum,Becoming Loyal,3
1082,47,5,4492.05,2,2,2,222,Silver,High Risk Customers,8
1083,266,2,2418.19,1,1,1,111,Bronze,Lost Customers,11
1084,4,11,11437.050000000001,4,4,4,444,Platinum,Platinum Customers,1
1085,64,4,2487.7000000000003,2,1,1,211,Bronze,Almost lost Customers,9
1086,13,9,8640.220000000001,4,4,4,444,Platinum,Platinum Customers,1
1087,14,3,3535.79,4,1,1,411,Gold,Recent Customers,4
1088,13,6,6230.39,4,2,3,423,Platinum,Becoming Loyal,3
1089,151,7,6202.85,1,3,3,133,Bronze,Almost lost Customers,9
1090,71,7,5882.43,2,3,2,232,Silver,Losing Customers,7
1091,4,10,10147.25,4,4,4,444,Platinum,Platinum Customers,1
1092,202,5,4893.719999999999,1,2,2,122,Bronze,Evasive Customers,10
1093,99,9,12492.4,1,4,4,144,Bronze,Almost lost Customers,9
1094,43,7,7255.12,3,3,3,333,Gold,Potential Customers,5
1095,14,4,6916.039999999999,4,1,3,413,Platinum,Recent Customers,4
1096,55,5,3865.37,2,2,1,221,Silver,High Risk Customers,8
1097,188,3,2378.5099999999998,1,1,1,111,Bronze,Lost Customers,11
1098,8,8,7594.29,4,4,3,443,Platinum,Very Loyal Customers,2
1099,110,2,1248.96,1,1,1,111,Bronze,Lost Customers,11
1100,45,3,2767.35,2,1,1,211,Bronze,Almost lost Customers,9
1101,113,5,6377.620000000001,1,2,3,123,Bronze,Evasive Customers,10
1102,21,8,8832.98,3,4,4,344,Gold,Recent Customers,4
1103,32,12,15447.92,3,4,4,344,Gold,Recent Customers,4
1104,11,7,6458.3,4,3,3,433,Platinum,Very Loyal Customers,2
1105,16,2,3965.4399999999996,4,1,1,411,Gold,Recent Customers,4
1106,24,9,11078.470000000001,3,4,4,344,Gold,Recent Customers,4
1107,48,6,4394.39,2,2,2,222,Silver,High Risk Customers,8
1108,12,4,1790.0,4,1,1,411,Gold,Recent Customers,4
1109,208,3,2411.02,1,1,1,111,Bronze,Lost Customers,11
1110,17,6,7310.36,4,2,3,423,Platinum,Becoming Loyal,3
1111,20,7,6922.7,3,3,3,333,Gold,Potential Customers,5
1112,108,3,3589.44,1,1,1,111,Bronze,Lost Customers,11
1113,26,9,10999.37,3,4,4,344,Gold,Recent Customers,4
1114,64,4,4156.4,2,1,2,212,Silver,High Risk Customers,8
1115,2,9,9270.03,4,4,4,444,Platinum,Platinum Customers,1
1116,7,3,4932.34,4,1,2,412,Platinum,Recent Customers,4
1117,136,10,8604.73,1,4,4,144,Bronze,Almost lost Customers,9
1118,38,4,3365.19,3,1,1,311,Silver,Late Bloomer,6
1119,98,7,11866.59,1,3,4,134,Bronze,Almost lost Customers,9
1120,1,6,5386.26,4,2,2,422,Platinum,Becoming Loyal,3
1121,7,2,2973.36,4,1,1,411,Gold,Recent Customers,4
1122,26,5,4714.81,3,2,2,322,Gold,Late Bloomer,6
1123,10,5,6742.5,4,2,3,423,Platinum,Becoming Loyal,3
1124,44,3,3731.08,3,1,1,311,Silver,Late Bloomer,6
1125,29,5,3793.5699999999997,3,2,1,321,Gold,Late Bloomer,6
1126,19,4,4725.4400000000005,3,1,2,312,Gold,Late Bloomer,6
1127,136,4,5261.43,1,1,2,112,Bronze,Evasive Customers,10
1128,26,5,5855.4400000000005,3,2,2,322,Gold,Late Bloomer,6
1129,26,13,18349.27,3,4,4,344,Gold,Recent Customers,4
1130,117,5,6301.28,1,2,3,123,Bronze,Evasive Customers,10
1131,53,8,10787.84,2,4,4,244,Silver,Losing Customers,7
1132,44,9,10548.14,3,4,4,344,Gold,Recent Customers,4
1133,17,7,9050.01,4,3,4,434,Platinum,Very Loyal Customers,2
1134,3,7,6797.39,4,3,3,433,Platinum,Very Loyal Customers,2
1135,164,3,3530.65,1,1,1,111,Bronze,Lost Customers,11
1136,35,6,5600.86,3,2,2,322,Gold,Late Bloomer,6
1137,5,9,8092.31,4,4,3,443,Platinum,Very Loyal Customers,2
1138,124,6,7506.16,1,2,3,123,Bronze,Evasive Customers,10
1139,69,4,3684.36,2,1,1,211,Bronze,Almost lost Customers,9
1140,6,13,16199.24,4,4,4,444,Platinum,Platinum Customers,1
1141,133,5,4507.79,1,2,2,122,Bronze,Evasive Customers,10
1142,38,4,4828.39,3,1,2,312,Gold,Late Bloomer,6
1143,4,5,7112.88,4,2,3,423,Platinum,Becoming Loyal,3
1144,17,7,9425.65,4,3,4,434,Platinum,Very Loyal Customers,2
1145,13,2,2382.7200000000003,4,1,1,411,Gold,Recent Customers,4
1146,73,2,2213.67,2,1,1,211,Bronze,Almost lost Customers,9
1147,165,6,8766.869999999999,1,2,4,124,Bronze,Almost lost Customers,9
1148,8,3,3426.09,4,1,1,411,Gold,Recent Customers,4
1149,188,4,5793.360000000001,1,1,2,112,Bronze,Evasive Customers,10
1150,103,5,8439.82,1,2,4,124,Bronze,Almost lost Customers,9
1151,75,5,5819.58,2,2,2,222,Silver,High Risk Customers,8
1152,24,8,9434.77,3,4,4,344,Gold,Recent Customers,4
1153,17,5,3306.2400000000002,4,2,1,421,Platinum,Becoming Loyal,3
1154,131,6,3442.7799999999997,1,2,1,121,Bronze,Evasive Customers,10
1155,29,7,5342.13,3,3,2,332,Gold,Potential Customers,5
1156,40,4,5965.4400000000005,3,1,2,312,Gold,Late Bloomer,6
1157,85,7,7726.53,2,3,3,233,Silver,Losing Customers,7
1158,2,7,9091.98,4,3,4,434,Platinum,Very Loyal Customers,2
1159,6,4,5803.34,4,1,2,412,Platinum,Recent Customers,4
1160,163,3,3192.0099999999998,1,1,1,111,Bronze,Lost Customers,11
1161,12,4,4151.98,4,1,1,411,Gold,Recent Customers,4
1162,136,4,5369.27,1,1,2,112,Bronze,Evasive Customers,10
1163,48,5,2853.67,2,2,1,221,Silver,High Risk Customers,8
1164,153,3,2164.22,1,1,1,111,Bronze,Lost Customers,11
1165,10,9,6796.88,4,4,3,443,Platinum,Very Loyal Customers,2
1166,14,6,7638.8,4,2,3,423,Platinum,Becoming Loyal,3
1167,10,4,4106.64,4,1,1,411,Gold,Recent Customers,4
1168,59,7,10263.16,2,3,4,234,Silver,Losing Customers,7
1169,62,7,7605.57,2,3,3,233,Silver,Losing Customers,7
1170,86,5,6345.1,2,2,3,223,Silver,High Risk Customers,8
1171,34,9,9811.45,3,4,4,344,Gold,Recent Customers,4
1172,44,5,6054.04,3,2,3,323,Gold,Potential Customers,5
1173,108,3,2042.9699999999998,1,1,1,111,Bronze,Lost Customers,11
1174,8,3,3466.9300000000003,4,1,1,411,Gold,Recent Customers,4
1175,218,2,2449.24,1,1,1,111,Bronze,Lost Customers,11
1176,77,4,3909.54,2,1,1,211,Bronze,Almost lost Customers,9
1177,87,8,8367.47,1,4,4,144,Bronze,Almost lost Customers,9
1178,44,8,10226.15,3,4,4,344,Gold,Recent Customers,4
1179,7,4,6441.950000000001,4,1,3,413,Platinum,Recent Customers,4
1180,59,4,3870.83,2,1,1,211,Bronze,Almost lost Customers,9
1181,44,10,9928.33,3,4,4,344,Gold,Recent Customers,4
1182,5,7,7826.4400000000005,4,3,3,433,Platinum,Very Loyal Customers,2
1183,153,5,7060.07,1,2,3,123,Bronze,Evasive Customers,10
1184,5,6,7155.030000000001,4,2,3,423,Platinum,Becoming Loyal,3
1185,9,3,1957.15,4,1,1,411,Gold,Recent Customers,4
1186,33,6,5299.35,3,2,2,322,Gold,Late Bloomer,6
1187,58,4,2382.42,2,1,1,211,Bronze,Almost lost Customers,9
1188,18,2,3043.9,3,1,1,311,Silver,Late Bloomer,6
1189,47,4,2894.1,2,1,1,211,Bronze,Almost lost Customers,9
1190,6,6,4050.13,4,2,1,421,Platinum,Becoming Loyal,3
1191,43,8,6925.33,3,4,3,343,Gold,Potential Customers,5
1192,79,5,4306.09,2,2,2,222,Silver,High Risk Customers,8
1193,36,4,4694.62,3,1,2,312,Gold,Late Bloomer,6
1194,28,8,7829.33,3,4,3,343,Gold,Potential Customers,5
1195,19,5,5178.38,3,2,2,322,Gold,Late Bloomer,6
1196,18,6,5307.82,3,2,2,322,Gold,Late Bloomer,6
1197,7,4,4455.89,4,1,2,412,Platinum,Recent Customers,4
1198,68,6,6397.58,2,2,3,223,Silver,High Risk Customers,8
1199,43,8,6090.45,3,4,3,343,Gold,Potential Customers,5
1200,79,9,7735.860000000001,2,4,3,243,Silver,Losing Customers,7
1201,82,3,2329.42,2,1,1,211,Bronze,Almost lost Customers,9
1202,85,3,4231.33,2,1,2,212,Silver,High Risk Customers,8
1203,7,1,1036.59,4,1,1,411,Gold,Recent Customers,4
1204,24,2,598.64,3,1,1,311,Silver,Late Bloomer,6
1205,22,9,11055.76,3,4,4,344,Gold,Recent Customers,4
1206,83,2,3229.76,2,1,1,211,Bronze,Almost lost Customers,9
1207,13,7,4099.09,4,3,1,431,Platinum,Becoming Loyal,3
1208,77,5,6789.07,2,2,3,223,Silver,High Risk Customers,8
1209,131,2,2368.55,1,1,1,111,Bronze,Lost Customers,11
1210,17,8,9667.75,4,4,4,444,Platinum,Platinum Customers,1
1211,234,4,2677.25,1,1,1,111,Bronze,Lost Customers,11
1212,71,3,3843.34,2,1,1,211,Bronze,Almost lost Customers,9
1213,69,7,8448.45,2,3,4,234,Silver,Losing Customers,7
1214,23,4,4251.7,3,1,2,312,Gold,Late Bloomer,6
1215,77,8,7611.6,2,4,3,243,Silver,Losing Customers,7
1216,7,4,3354.53,4,1,1,411,Gold,Recent Customers,4
1217,10,7,8001.530000000001,4,3,3,433,Platinum,Very Loyal Customers,2
1218,50,6,8266.59,2,2,4,224,Silver,Losing Customers,7
1219,4,3,3070.27,4,1,1,411,Gold,Recent Customers,4
1220,66,5,5406.34,2,2,2,222,Silver,High Risk Customers,8
1221,9,7,5309.76,4,3,2,432,Platinum,Becoming Loyal,3
1222,51,3,2947.03,2,1,1,211,Bronze,Almost lost Customers,9
1223,34,8,4991.75,3,4,2,342,Gold,Potential Customers,5
1224,47,8,9722.51,2,4,4,244,Silver,Losing Customers,7
1225,58,4,5271.6,2,1,2,212,Silver,High Risk Customers,8
1226,24,5,5188.65,3,2,2,322,Gold,Late Bloomer,6
1227,61,12,9340.67,2,4,4,244,Silver,Losing Customers,7
1228,132,4,3561.17,1,1,1,111,Bronze,Lost Customers,11
1229,19,9,6854.87,3,4,3,343,Gold,Potential Customers,5
1230,76,2,1824.33,2,1,1,211,Bronze,Almost lost Customers,9
1231,175,2,2000.5500000000002,1,1,1,111,Bronze,Lost Customers,11
1232,4,9,10746.19,4,4,4,444,Platinum,Platinum Customers,1
1233,14,9,11281.31,4,4,4,444,Platinum,Platinum Customers,1
1234,85,8,8027.4800000000005,2,4,3,243,Silver,Losing Customers,7
1235,81,3,4340.25,2,1,2,212,Silver,High Risk Customers,8
1236,41,5,5581.9,3,2,2,322,Gold,Late Bloomer,6
1237,23,11,14112.4,3,4,4,344,Gold,Recent Customers,4
1238,101,5,3590.7,1,2,1,121,Bronze,Evasive Customers,10
1239,38,7,4496.44,3,3,2,332,Gold,Potential Customers,5
1240,5,4,4634.82,4,1,2,412,Platinum,Recent Customers,4
1241,75,7,7065.74,2,3,3,233,Silver,Losing Customers,7
1242,17,3,2670.4700000000003,4,1,1,411,Gold,Recent Customers,4
1243,70,10,11625.08,2,4,4,244,Silver,Losing Customers,7
1244,19,5,4737.43,3,2,2,322,Gold,Late Bloomer,6
